Date,Open,High,Low,Close,Adj Close,Volume
2017-02-20,120.849998,120.849998,119.250000,119.800003,113.027367,781099
2017-02-21,119.949997,120.220001,118.580002,119.279999,112.536736,899444
2017-02-22,119.940002,120.849998,119.209999,120.529999,113.716072,957556
2017-02-23,120.099998,120.750000,119.070000,119.989998,113.206596,726444
2017-02-24,119.050003,119.680000,117.190002,117.739998,111.083801,4738693
2017-02-27,117.400002,118.440002,117.279999,117.930000,111.263069,823836
2017-02-28,118.099998,119.620003,117.599998,117.860001,111.197014,1328487
2017-03-01,117.849998,118.989998,117.480003,118.120003,111.442337,935564
2017-03-02,119.250000,120.900002,118.500000,120.330002,113.527390,872123
2017-03-03,118.550003,120.750000,118.550003,120.500000,113.687767,718766
2017-03-06,120.440002,120.480003,118.809998,120.230003,113.433052,424040
2017-03-07,120.300003,122.620003,120.230003,121.489998,114.621811,749843
2017-03-08,122.129997,123.000000,121.370003,122.489998,115.565269,813066
2017-03-09,122.480003,123.099998,121.760002,122.660004,115.725677,516971
2017-03-10,123.760002,125.910004,122.709999,125.910004,118.791939,1043725
2017-03-13,125.379997,125.650002,123.739998,124.739998,117.688087,588621
2017-03-14,124.800003,125.690002,123.470001,124.699997,117.650337,863175
2017-03-15,123.760002,124.629997,123.029999,124.580002,118.332115,2230100
2017-03-16,123.199997,124.190002,123.120003,124.029999,117.809677,1703266
2017-03-17,122.989998,123.940002,122.400002,123.339996,117.154282,1009689
2017-03-20,122.180000,125.690002,122.120003,125.059998,118.788033,698813
2017-03-21,124.339996,126.000000,124.330002,125.050003,118.778542,815746
2017-03-22,123.260002,123.989998,121.425003,122.580002,116.432411,805046
2017-03-23,122.230003,123.389999,121.809998,122.370003,116.232941,784044
2017-03-24,123.519997,125.275002,123.129997,123.500000,117.306274,764340
2017-03-27,122.010002,123.500000,121.959999,122.800003,116.641380,595290
2017-03-28,123.349998,123.349998,122.699997,123.000000,116.831345,787295
2017-03-29,122.500000,124.660004,122.500000,124.330002,118.094643,974357
2017-03-30,125.279999,125.699997,124.750000,125.489998,119.196457,781263
2017-03-31,125.330002,126.000000,124.400002,125.330002,119.044495,1617547
2017-04-03,125.000000,126.489998,124.500000,126.230003,119.899361,596624
2017-04-04,126.500000,126.570000,125.720001,126.489998,120.146301,538746
2017-04-05,126.449997,126.680000,125.389999,126.400002,120.060814,512934
2017-04-06,126.300003,128.020004,125.919998,127.989998,121.571083,530199
2017-04-07,127.989998,129.119995,127.000000,128.460007,122.017525,536328
2017-04-10,129.330002,129.699997,127.599998,128.300003,121.865555,504044
2017-04-11,128.020004,129.169998,127.220001,128.470001,122.027016,514490
2017-04-12,128.179993,128.279999,126.940002,127.709999,121.305130,748298
2017-04-13,127.709999,128.320007,127.250000,127.980003,121.561584,558718
2017-04-18,128.419998,129.500000,128.309998,128.710007,122.254982,939462
2017-04-19,128.619995,129.449997,127.220001,127.639999,121.238640,755753
2017-04-20,129.199997,129.229996,127.010002,127.940002,121.523598,748440
2017-04-21,128.000000,128.740005,127.949997,128.419998,121.979523,715242
2017-04-24,128.949997,129.380005,127.949997,128.589996,122.140991,463911
2017-04-26,129.500000,130.395004,129.000000,130.110001,123.584747,1029616
2017-04-27,130.289993,131.149994,129.750000,130.889999,124.325645,631444
2017-04-28,130.919998,132.979996,130.869995,132.550003,125.902397,2936239
2017-05-01,133.000000,133.490005,131.899994,132.789993,126.130348,805277
2017-05-02,132.720001,133.350006,132.380005,132.940002,126.272850,596501
2017-05-03,132.699997,134.139999,132.440002,133.429993,126.738251,894608
2017-05-04,133.399994,134.089996,132.975006,133.649994,126.947227,719013
2017-05-05,134.330002,134.330002,132.940002,133.619995,126.918732,832907
2017-05-08,134.250000,135.050003,133.479996,134.500000,127.754616,1125751
2017-05-09,134.000000,134.500000,133.389999,134.250000,127.517128,1016621
2017-05-10,133.240005,135.000000,131.410004,134.720001,127.963562,847521
2017-05-11,135.000000,136.850006,134.199997,135.750000,128.941910,780553
2017-05-12,135.250000,136.360001,133.979996,134.130005,127.403160,601825
2017-05-15,133.600006,134.740005,133.570007,134.309998,127.574120,586929
2017-05-16,134.940002,134.940002,134.210007,134.300003,127.564644,667573
2017-05-17,134.300003,134.910004,132.134995,132.649994,125.997375,667531
2017-05-18,131.009995,131.669998,129.169998,129.830002,123.318794,1438062
2017-05-19,129.300003,131.210007,128.899994,131.059998,124.487099,862343
2017-05-22,131.059998,131.100006,129.389999,130.270004,123.736755,630121
2017-05-23,130.270004,131.809998,130.029999,131.100006,124.525116,497949
2017-05-24,131.649994,133.110001,131.110001,133.110001,126.434296,802314
2017-05-25,133.110001,134.750000,132.089996,132.270004,125.636444,743261
2017-05-26,132.600006,132.940002,131.529999,132.089996,125.465446,1840615
2017-05-29,132.889999,135.100006,132.809998,132.880005,126.215858,825991
2017-05-30,132.699997,133.000000,131.479996,131.639999,125.038033,413649
2017-05-31,130.750000,131.000000,129.110001,129.289993,122.805878,1310781
2017-06-01,130.009995,132.000000,129.910004,131.320007,124.734085,1393239
