Date,Open,High,Low,Close,Adj Close,Volume
2017-01-02,0.720981,0.722178,0.717000,0.720981,0.720981,0
2017-01-03,0.719580,0.723798,0.719580,0.719683,0.719683,0
2017-01-04,0.723066,0.727961,0.722116,0.722993,0.722993,0
2017-01-05,0.728916,0.734916,0.727908,0.728704,0.728704,0
2017-01-06,0.733783,0.735510,0.730727,0.733837,0.733837,0
2017-01-09,0.731261,0.734700,0.730300,0.731208,0.731208,0
2017-01-10,0.735727,0.738607,0.733353,0.735998,0.735998,0
2017-01-11,0.736052,0.739809,0.735348,0.736160,0.736160,0
2017-01-12,0.744823,0.751993,0.743052,0.744713,0.744713,0
2017-01-13,0.748783,0.750807,0.745156,0.748839,0.748839,0
2017-01-16,0.750188,0.750188,0.745935,0.749794,0.749794,0
2017-01-17,0.747272,0.756258,0.746597,0.747328,0.747328,0
2017-01-18,0.754968,0.756716,0.754063,0.755070,0.755070,0
2017-01-19,0.751033,0.757232,0.749412,0.750920,0.750920,0
2017-01-20,0.756659,0.758898,0.751823,0.756659,0.756659,0
2017-01-23,0.757163,0.758783,0.755116,0.757346,0.757346,0
2017-01-24,0.758265,0.760977,0.755430,0.758265,0.758265,0
2017-01-25,0.758967,0.759821,0.751654,0.759244,0.759244,0
2017-01-26,0.757863,0.758610,0.752887,0.757404,0.757404,0
2017-01-27,0.753182,0.757117,0.751349,0.753352,0.753352,0
2017-01-30,0.755470,0.756773,0.752955,0.755361,0.755361,0
2017-01-31,0.756310,0.760572,0.754370,0.756544,0.756544,0
2017-02-01,0.757805,0.759821,0.755201,0.758035,0.758035,0
2017-02-02,0.758553,0.769586,0.758553,0.758380,0.758380,0
2017-02-03,0.765697,0.769586,0.763650,0.765462,0.765462,0
2017-02-06,0.767813,0.768108,0.763033,0.767601,0.767601,0
2017-02-07,0.764701,0.768226,0.760803,0.764584,0.764584,0
2017-02-08,0.762032,0.766518,0.761383,0.762253,0.762253,0
2017-02-09,0.763475,0.766401,0.761249,0.763172,0.763172,0
2017-02-10,0.762718,0.767519,0.762009,0.762590,0.762590,0
2017-02-13,0.766948,0.767990,0.763242,0.767012,0.767012,0
2017-02-14,0.764269,0.769882,0.762486,0.764240,0.764240,0
2017-02-15,0.766942,0.768935,0.763773,0.766930,0.766930,0
2017-02-16,0.772380,0.773228,0.768610,0.772147,0.772147,0
2017-02-17,0.769764,0.771426,0.765990,0.769823,0.769823,0
2017-02-20,0.766812,0.768882,0.766107,0.766801,0.766801,0
2017-02-21,0.768870,0.768935,0.765088,0.768876,0.768876,0
2017-02-22,0.767660,0.771129,0.766754,0.767636,0.767636,0
2017-02-23,0.769752,0.774174,0.766671,0.769704,0.769704,0
2017-02-24,0.771307,0.772082,0.766630,0.771307,0.771307,0
2017-02-27,0.766871,0.770452,0.766695,0.767048,0.767048,0
2017-02-28,0.767560,0.769586,0.766871,0.767636,0.767636,0
2017-03-01,0.764292,0.769764,0.764000,0.764228,0.764228,0
2017-03-02,0.765978,0.766577,0.756802,0.765755,0.765755,0
2017-03-03,0.757260,0.758438,0.754489,0.757232,0.757232,0
2017-03-06,0.759042,0.760977,0.757174,0.759474,0.759474,0
2017-03-07,0.759157,0.762922,0.758553,0.758921,0.758921,0
2017-03-08,0.759232,0.760977,0.753466,0.759497,0.759497,0
2017-03-09,0.752729,0.753466,0.749344,0.752899,0.752899,0
2017-03-10,0.750751,0.755492,0.750638,0.750751,0.750751,0
2017-03-13,0.754040,0.759301,0.753523,0.754375,0.754375,0
2017-03-14,0.757117,0.757708,0.754091,0.756659,0.756659,0
2017-03-15,0.756618,0.760283,0.755687,0.756550,0.756550,0
2017-03-16,0.770630,0.771629,0.766460,0.770594,0.770594,0
2017-03-17,0.767165,0.771724,0.766689,0.766989,0.766989,0
2017-03-20,0.770772,0.774689,0.769882,0.770475,0.770475,0
2017-03-21,0.773096,0.775074,0.770060,0.773036,0.773036,0
2017-03-22,0.767283,0.768403,0.764082,0.767413,0.767413,0
2017-03-23,0.766812,0.766989,0.762544,0.766942,0.766942,0
2017-03-24,0.763592,0.764234,0.760549,0.763417,0.763417,0
2017-03-27,0.763440,0.764994,0.761035,0.763301,0.763301,0
2017-03-28,0.762951,0.765580,0.758898,0.762893,0.762893,0
2017-03-29,0.765462,0.766577,0.763417,0.765240,0.765240,0
2017-03-30,0.767271,0.768108,0.765111,0.767048,0.767048,0
2017-03-31,0.765169,0.766401,0.762428,0.765521,0.765521,0
2017-04-03,0.763068,0.764117,0.759186,0.762992,0.762992,0
2017-04-04,0.760508,0.761499,0.754660,0.760514,0.760514,0
2017-04-05,0.756830,0.758783,0.756086,0.756888,0.756888,0
2017-04-06,0.756601,0.756945,0.753352,0.756779,0.756779,0
2017-04-07,0.753977,0.754603,0.750508,0.754148,0.754148,0
2017-04-10,0.750694,0.750920,0.747680,0.750723,0.750723,0
2017-04-11,0.750678,0.751597,0.747608,0.750694,0.750694,0
2017-04-12,0.750030,0.750976,0.748111,0.750362,0.750362,0
2017-04-13,0.753818,0.759590,0.753330,0.753909,0.753909,0
